Jugador,Nacimiento,Edad,Nación,Altura,Peso,PJ,Goles,Asistencias,TA,TAR,TR,Desde,De,BL,Número,Contrato,Selección,Club
Yussuf Poulsen,15.06.1994,28,Dinamarca,192,84,19,2,1,1,0,0,01.07.2013,Lyngby BK,183,9,30.06.2024,68,RB Leipzig
André Silva,06.11.1995,27,Portugal,185,82,31,4,7,3,0,0,02.07.2021,Eintracht Frankfurt,121,19,30.06.2026,53,RB Leipzig
Timo Werner,06.03.1996,27,Alemania,180,76,27,9,5,2,0,0,09.08.2022,FC Chelsea,249,11,30.06.2026,57,RB Leipzig
Hugo Novoa,24.01.2003,20,España,182,68,7,1,0,0,0,0,04.01.2023,RB Leipzig,15,38,N.D.,No,RB Leipzig
Alexander Sörloth,05.12.1995,27,Noruega,194,90,1,0,0,1,0,0,29.08.2022,RB Leipzig,30,35,N.D.,47,RB Leipzig
Noah Atubolu,25.05.2002,21,Alemania,190,96,0,0,0,0,0,0,01.07.2015,Freiburger FC,0,21,N.D.,No,SC Freiburg
Mark Flekken,13.06.1993,29,Países Bajos,194,87,34,0,0,0,0,0,01.07.2018,MSV Duisburg,80,26,N.D.,4,SC Freiburg
Benjamin Uphoff,08.08.1993,29,Alemania,191,86,0,0,0,0,0,0,05.08.2020,Karlsruher SC,2,1,N.D.,No,SC Freiburg
Kimberly Ezekwem,19.06.2001,21,Alemania,188,79,1,0,0,0,0,0,01.07.2018,Bayern München,1,24,N.D.,No,SC Freiburg
Matthias Ginter,19.01.1994,29,Alemania,191,86,34,4,1,3,0,0,01.07.2022,Bor. Mönchengladbach,325,28,N.D.,50,SC Freiburg
Manuel Gulde,12.02.1991,32,Alemania,184,83,15,1,0,2,0,0,01.07.2016,Karlsruher SC,144,5,30.06.2024,No,SC Freiburg
Christian Günter,28.02.1993,30,Alemania,185,87,33,1,3,5,0,0,01.07.2007,FV Tennenbronn,302,30,30.06.2025,8,SC Freiburg
Lukas Kübler,30.08.1992,30,Alemania,181,75,22,2,1,1,0,0,01.07.2015,SV Sandhausen,122,17,N.D.,No,SC Freiburg
Philipp Lienhart,11.07.1996,26,Austria,189,83,29,1,0,3,0,0,05.07.2017,Real Madrid,142,3,30.06.2024,11,SC Freiburg
Jonathan Schmid,22.06.1990,32,Francia,180,81,3,0,0,0,0,0,01.07.2019,FC Augsburg,299,7,30.06.2023,No,SC Freiburg
Kenneth Schmidt,03.06.2002,20,Alemania,186,81,5,0,0,1,0,0,01.07.2017,FC Emmendingen,5,35,N.D.,No,SC Freiburg
Kiliann Sildillia,16.05.2002,21,Francia,186,79,27,0,2,2,1,0,01.07.2020,FC Metz,34,25,N.D.,No,SC Freiburg
Ritsu Doan,16.06.1998,24,Japón,172,70,33,5,6,3,0,0,05.07.2022,PSV Eindhoven,67,42,N.D.,35,SC Freiburg
Maximilian Eggestein,08.12.1996,26,Alemania,181,77,31,1,2,6,0,0,18.08.2021,Werder Bremen,218,8,N.D.,0,SC Freiburg
Vincenzo Grifo,07.04.1993,30,Italia,180,80,33,15,6,2,0,0,02.09.2019,TSG Hoffenheim,207,32,N.D.,9,SC Freiburg
Nicolas Höfler,09.03.1990,33,Alemania,181,81,32,0,1,9,0,1,01.07.2013,Erzgebirge Aue,232,27,N.D.,No,SC Freiburg
Woo-Yeong Jeong,20.09.1999,23,Corea del Sur,179,70,26,1,2,2,0,0,15.07.2020,Bayern München,85,29,N.D.,10,SC Freiburg
Yannik Keitel,15.02.2000,23,Alemania,186,85,22,0,2,4,0,0,01.07.2011,SV Breisach,49,14,30.06.2024,No,SC Freiburg
Daniel-Kofi Kyereh,08.03.1996,27,Ghana,179,73,12,2,0,2,0,0,01.07.2022,FC St. Pauli,12,11,N.D.,18,SC Freiburg
Merlin Röhl,05.07.2002,20,Alemania,192,77,3,0,1,0,0,0,17.08.2022,FC Ingolstadt 04,3,34,N.D.,No,SC Freiburg
Roland Sallai,22.05.1997,26,Hungría,182,78,19,1,5,6,0,0,31.08.2018,APOEL Nikosia,109,22,30.06.2025,40,SC Freiburg
Robert Wagner,07.02.1991,32,Alemania,N.D.,N.D.,0,0,0,0,0,0,01.07.2013,TSV Emmelshausen,0,0,N.D.,No,SC Freiburg
Noah Weißhaupt,20.09.2001,21,Alemania,182,74,18,0,1,0,0,0,01.07.2012,V Ebnet,28,33,30.06.2025,No,SC Freiburg
Michael Gregoritsch,18.04.1994,29,Austria,193,87,30,10,6,6,0,0,08.07.2022,FC Augsburg,218,38,N.D.,45,SC Freiburg
Lucas Höler,10.07.1994,28,Alemania,184,83,26,5,2,1,0,0,01.01.2018,SV Sandhausen,167,9,N.D.,No,SC Freiburg
Nils Petersen,06.12.1988,34,Alemania,188,83,27,1,0,1,0,0,01.01.2015,Werder Bremen,295,18,30.06.2023,2,SC Freiburg
Keven Schlotterbeck,28.04.1997,26,Alemania,189,85,15,2,0,3,0,0,02.01.2023,SC Freiburg,83,31,30.06.2023,No,SC Freiburg
Hugo Siquet,09.07.2002,20,Bélgica,180,69,2,0,0,0,0,0,14.01.2023,SC Freiburg,3,2,N.D.,No,SC Freiburg
Kevin Schade,27.11.2001,21,Alemania,183,74,8,1,0,0,0,0,04.01.2023,SC Freiburg,29,20,N.D.,2,SC Freiburg
Oliver Baumann,02.06.1990,32,Alemania,187,82,34,0,1,2,0,0,01.07.2014,SC Freiburg,427,1,30.06.2024,0,TSG Hoffenheim
Nahuel Noll,17.03.2003,20,Alemania,188,75,0,0,0,0,0,0,01.07.2019,TSV 1860 München,0,36,30.06.2025,No,TSG Hoffenheim
Philipp Pentke,01.05.1985,38,Alemania,191,84,0,0,0,0,0,0,01.07.2019,Jahn Regensburg,8,12,30.06.2023,No,TSG Hoffenheim
Luca Philipp,28.11.2000,22,Alemania,192,83,0,0,0,0,0,0,01.07.2013,SGV Freiberg Fußball,0,37,30.06.2024,No,TSG Hoffenheim
Kevin Akpoguma,19.04.1995,28,Nigeria,192,85,28,0,0,11,0,0,01.07.2019,Hannover 96,122,25,30.06.2024,7,TSG Hoffenheim
Ermin Bicakcic,24.01.1990,33,Bosnia-Herzegovina,185,85,9,0,0,0,0,0,01.07.2014,Eintracht Braunschweig,162,4,30.06.2023,35,TSG Hoffenheim
John Anthony Brooks,28.01.1993,30,Estados Unidos,193,90,15,0,0,4,0,0,26.01.2023,Benfica Lissabon,231,23,30.06.2024,45,TSG Hoffenheim
Justin Che,18.11.2003,19,Estados Unidos,185,79,0,0,0,0,0,0,21.01.2022,FC Dallas,2,24,20.06.2023,0,TSG Hoffenheim
Ozan Kabak,25.03.2000,23,Turquía,187,86,30,2,3,8,2,0,23.07.2022,FC Schalke 04,85,5,30.06.2026,21,TSG Hoffenheim
Pavel Kaderabek,25.04.1992,31,Chequia,182,81,26,1,1,1,0,0,01.07.2015,Sparta Prag,203,3,30.06.2025,48,TSG Hoffenheim
Stanley Nsoki,09.04.1999,24,Francia,184,83,19,1,0,2,0,1,03.08.2022,Club Brügge,19,34,30.06.2027,No,TSG Hoffenheim
Kevin Vogt,23.09.1991,31,Alemania,194,87,22,0,0,8,0,0,15.07.2020,Werder Bremen,303,22,30.06.2025,No,TSG Hoffenheim
Christoph Baumgartner,01.08.1999,23,Austria,180,73,33,7,7,7,0,0,01.07.2017,KA St. Pölten,121,14,30.06.2025,27,TSG Hoffenheim
Finn Ole Becker,08.06.2000,22,Alemania,177,71,13,0,0,0,0,0,01.07.2022,FC St. Pauli,13,20,30.06.2026,No,TSG Hoffenheim
Tom Bischof,28.06.2005,17,Alemania,176,66,11,0,1,0,0,0,01.07.2015,TSV Amorbach,12,39,30.06.2025,No,TSG Hoffenheim
Muhammed Damar,09.04.2004,19,Alemania,185,73,6,0,0,0,0,0,01.07.2022,Eintracht Frankfurt,6,35,30.06.2026,No,TSG Hoffenheim
Thomas Delaney,03.09.1991,31,Dinamarca,182,79,6,0,0,0,0,0,30.01.2023,FC Sevilla,113,17,30.06.2023,72,TSG Hoffenheim
Dennis Geiger,10.06.1998,24,Alemania,173,67,27,1,3,9,0,0,01.07.2009,SV Alemannia Sattelbach,102,8,30.06.2027,No,TSG Hoffenheim
Grischa Prömel,09.01.1995,28,Alemania,184,78,18,1,1,4,0,0,01.07.2022,1. FC Union Berlin,87,6,30.06.2026,No,TSG Hoffenheim
Sebastian Rudy,28.02.1990,33,Alemania,180,74,22,0,1,3,0,0,05.10.2020,FC Schalke 04,358,16,30.06.2023,29,TSG Hoffenheim
Robert Skov,20.05.1996,27,Dinamarca,185,81,23,3,2,1,0,0,29.07.2019,FC Kopenhagen,89,29,30.06.2024,12,TSG Hoffenheim
Angelo Stiller,04.04.2001,22,Alemania,183,79,20,1,1,1,0,0,01.07.2021,Bayern München,46,13,30.06.2025,No,TSG Hoffenheim
Umut Tohumcu,11.08.2004,18,Alemania,175,71,8,0,0,0,0,0,01.08.2017,SC Freiburg,9,40,30.06.2026,No,TSG Hoffenheim
Fisnik Asllani,08.08.2002,20,Alemania,188,81,8,0,0,0,0,0,01.07.2020,1. FC Union Berlin,10,44,30.06.2026,No,TSG Hoffenheim
Ihlas Bebou,23.04.1994,29,Togo,185,80,19,7,1,2,0,0,01.07.2019,Hannover 96,153,9,30.06.2026,31,TSG Hoffenheim
Jacob Bruun Larsen,19.09.1998,24,Dinamarca,183,77,12,1,0,0,0,0,01.07.2021,RSC Anderlecht,83,7,30.06.2024,6,TSG Hoffenheim
Munas Dabbur,14.05.1992,31,Israel,183,78,21,6,2,3,0,1,07.01.2020,FC Sevilla,84,10,30.06.2024,40,TSG Hoffenheim
Kasper Dolberg,06.10.1997,25,Dinamarca,187,84,13,1,0,0,0,0,02.01.2023,FC Sevilla,13,19,30.06.2023,40,TSG Hoffenheim
Andrej Kramaric,19.06.1991,31,Croacia,177,73,32,12,5,3,0,0,19.01.2016,Leicester City,224,27,30.06.2025,83,TSG Hoffenheim
Stefan Posch,14.05.1997,26,Austria,189,82,1,0,0,0,1,0,01.09.2022,TSG Hoffenheim,109,38,N.D.,22,TSG Hoffenheim
Joshua Quarshie,26.07.2004,18,Alemania,N.D.,N.D.,1,0,0,0,0,0,01.07.2022,Rot-Weiss Essen,1,48,N.D.,No,TSG Hoffenheim
Diadie Samassekou,11.01.1996,27,Malí,175,70,2,0,0,1,0,0,16.09.2022,TSG Hoffenheim,78,18,N.D.,31,TSG Hoffenheim
Georginio Rutter,20.04.2002,21,Francia,182,83,15,2,2,2,0,0,14.01.2023,TSG Hoffenheim,57,33,N.D.,No,TSG Hoffenheim
Fabian Bredlow,02.03.1995,28,Alemania,190,89,15,0,0,2,0,0,01.07.2019,1. FC Nürnberg,33,33,30.06.2024,No,VfB Stuttgart
Florian Müller,13.11.1997,25,Alemania,190,88,19,0,0,0,0,0,01.07.2021,SC Freiburg,122,1,30.06.2025,No,VfB Stuttgart
Florian Schock,22.05.2001,22,Alemania,200,95,0,0,0,0,0,0,01.07.2016,Stuttgarter Kickers,0,42,30.06.2024,No,VfB Stuttgart
Antonis Aidonis,22.05.2001,22,Alemania,185,85,0,0,0,0,0,0,01.07.2022,Dynamo Dresden,2,37,30.06.2023,No,VfB Stuttgart
Waldemar Anton,20.07.1996,26,Alemania,189,86,34,1,2,4,0,0,28.07.2020,Hannover 96,163,2,30.06.2025,No,VfB Stuttgart
Hiroki Ito,12.05.1999,24,Japón,188,84,30,1,1,5,0,0,01.07.2021,Jubilo Iwata,59,21,30.06.2025,9,VfB Stuttgart
Konstantinos Mavropanos,11.12.1997,25,Grecia,194,94,28,2,1,7,1,0,16.07.2020,1. FC Nürnberg,80,5,30.06.2025,17,VfB Stuttgart
Borna Sosa,21.01.1998,25,Croacia,187,79,25,2,7,5,0,0,01.07.2018,Dinamo Zagreb,91,24,30.06.2025,14,VfB Stuttgart
Pascal Stenzel,20.03.1996,27,Alemania,183,74,12,0,1,0,0,0,01.07.2019,SC Freiburg,116,15,30.06.2024,No,VfB Stuttgart
Josha Vagnoman,11.12.2000,22,Alemania,190,90,23,2,2,1,1,0,09.07.2022,Hamburger SV,24,4,30.06.2026,1,VfB Stuttgart
Dan-Axel Zagadou,03.06.1999,23,Francia,196,90,17,0,0,3,0,0,19.09.2022,Borussia Dortmund,84,23,30.06.2026,No,VfB Stuttgart
Ömer Beyaz,29.08.2003,19,Turquía,171,65,0,0,0,0,0,0,02.01.2023,1. FC Magdeburg,0,34,30.06.2025,No,VfB Stuttgart
Tanguy Coulibaly,18.02.2001,22,Francia,178,75,14,4,0,3,0,0,01.07.2019,Paris St. Germain,66,7,30.06.2023,No,VfB Stuttgart
Lilian Egloff,20.08.2002,20,Alemania,182,81,10,0,0,1,0,0,01.07.2012,TSG Bretzfeld-Rappach,16,25,30.06.2024,No,VfB Stuttgart
Wataru Endo,09.02.1993,30,Japón,178,77,33,5,5,3,0,0,13.08.2019,K. Sint-Truidense VV,99,3,30.06.2024,49,VfB Stuttgart
Chris Führich,09.01.1998,25,Alemania,181,70,33,5,2,2,0,0,19.07.2021,SC Paderborn 07,60,22,30.06.2025,No,VfB Stuttgart
Gil Dias,28.09.1996,26,Portugal,183,78,7,1,0,0,0,0,30.01.2023,Benfica Lissabon,7,31,30.06.2025,No,VfB Stuttgart
Genki Haraguchi,09.05.1991,32,Japón,176,70,22,0,2,1,0,0,30.01.2023,1. FC Union Berlin,171,17,30.06.2024,74,VfB Stuttgart
Atakan Karazor,13.10.1996,26,Alemania,191,76,29,0,1,10,0,0,01.07.2019,Holstein Kiel,72,16,30.06.2026,No,VfB Stuttgart
Enzo Millot,17.07.2002,20,Francia,174,66,23,0,1,3,0,0,14.08.2021,AS Monaco,29,8,30.06.2025,No,VfB Stuttgart
Nikolas Nartey,22.02.2000,23,Dinamarca,185,81,9,0,0,1,0,0,01.07.2021,SV Sandhausen,18,28,30.06.2025,No,VfB Stuttgart
Silas Katompa Mvumpa,06.10.1998,24,República Democrática del Congo,189,82,30,5,3,4,0,0,13.08.2019,FC Paris,64,14,30.06.2026,1,VfB Stuttgart
Laurin Ulrich,31.01.2005,18,Alemania,180,76,1,0,0,0,0,0,01.07.2016,TSG Nattheim,1,36,30.06.2026,No,VfB Stuttgart
Serhou Guirassy,12.03.1996,27,Guinea,187,82,22,11,1,2,1,0,01.09.2022,Stade Rennes,43,9,30.06.2023,No,VfB Stuttgart
Thomas Kastanaras,09.01.2003,20,Alemania,186,80,4,0,0,0,0,0,01.07.2012,FSV Waiblingen,4,39,30.06.2025,No,VfB Stuttgart
Alou Kuol,05.07.2001,21,Australia,181,72,1,0,0,0,0,0,01.07.2022,SV Sandhausen,1,27,30.06.2025,No,VfB Stuttgart
Juan José Perea,23.02.2000,23,Colombia,180,80,16,1,0,0,0,0,08.07.2022,PAS Ioannina,16,11,30.06.2026,No,VfB Stuttgart
Luca Pfeiffer,20.08.1996,26,Alemania,195,95,19,0,0,1,0,1,02.08.2022,FC Midtjylland,19,20,30.06.2026,No,VfB Stuttgart
Tiago Tomas,16.06.2002,20,Portugal,180,78,27,3,5,2,0,0,30.01.2022,Sporting Lissabon,41,10,30.06.2023,No,VfB Stuttgart
Naouirou Ahamada,29.03.2002,21,Francia,183,73,17,2,2,2,1,0,31.01.2023,VfB Stuttgart,26,32,N.D.,No,VfB Stuttgart
Clinton Mola,15.03.2001,22,Inglaterra,184,80,1,0,0,1,0,0,01.09.2022,VfB Stuttgart,4,6,N.D.,No,VfB Stuttgart
Darko Churlinov,11.07.2000,22,Macedonia del Norte,171,73,1,0,0,0,0,0,19.08.2022,VfB Stuttgart,16,17,N.D.,19,VfB Stuttgart
Sasa Kalajdzic,07.07.1997,25,Austria,200,93,3,0,3,1,0,0,31.08.2022,VfB Stuttgart,51,9,N.D.,15,VfB Stuttgart
Koen Casteels,25.06.1992,30,Bélgica,197,86,34,0,1,0,0,0,01.07.2015,Werder Bremen,258,1,30.06.2024,5,VfL Wolfsburg
Niklas Klinger,13.10.1995,27,Alemania,187,85,0,0,0,0,0,0,01.07.2003,SV Reislingen-Neuhaus,0,30,30.06.2025,No,VfL Wolfsburg
Pavao Pervan,13.11.1987,35,Austria,194,92,0,0,0,0,0,0,01.07.2018,Linzer ASK,25,12,30.06.2024,7,VfL Wolfsburg
Philipp Schulze,29.01.2003,20,Alemania,191,83,0,0,0,0,0,0,01.07.2017,Hannover 96,0,35,30.06.2026,No,VfL Wolfsburg
Sebastiaan Bornauw,22.03.1999,24,Bélgica,191,83,26,1,1,8,0,0,16.07.2021,1. FC Köln,105,3,30.06.2026,4,VfL Wolfsburg
Nicolas Cozza,08.01.1999,24,Francia,180,72,5,0,0,0,0,0,25.01.2023,Montpellier HSC,5,8,30.06.2027,No,VfL Wolfsburg
Kilian Fischer,12.10.2000,22,Alemania,182,77,10,0,1,2,0,0,01.07.2022,1. FC Nürnberg,10,2,30.06.2027,No,VfL Wolfsburg
Maxence Lacroix,06.04.2000,23,Francia,190,88,24,1,0,1,0,0,25.08.2020,FC Sochaux,83,4,30.06.2025,No,VfL Wolfsburg
Micky van de Ven,19.04.2001,22,Países Bajos,193,81,33,1,2,5,0,0,31.08.2021,FC Volendam,38,5,30.06.2027,No,VfL Wolfsburg
Lukas Ambros,05.06.2004,18,Chequia,182,71,1,0,0,0,0,0,01.07.2020,Slavia Prag,1,36,N.D.,No,VfL Wolfsburg
Maximilian Arnold,27.05.1994,29,Alemania,184,74,32,5,3,5,0,0,01.07.2009,Dynamo Dresden,317,27,30.06.2026,3,VfL Wolfsburg
Ridle Baku,08.04.1998,25,Alemania,176,72,33,5,3,6,0,0,01.10.2020,1. FSV Mainz 05,149,20,30.06.2025,4,VfL Wolfsburg
Bartol Franjic,14.01.2000,23,Croacia,186,77,5,0,1,0,0,0,01.07.2022,Dinamo Zagreb,5,38,30.06.2027,No,VfL Wolfsburg
Yannick Gerhardt,13.03.1994,29,Alemania,184,81,29,6,4,3,0,0,01.07.2016,1. FC Köln,222,31,30.06.2025,1,VfL Wolfsburg
Josuha Guilavogui,19.09.1990,32,Francia,188,77,23,1,0,4,0,0,01.07.2022,Girondins Bordeaux,207,29,30.06.2023,7,VfL Wolfsburg
Jakub Kaminski,05.06.2002,20,Polonia,179,71,31,4,3,0,0,0,01.07.2022,Lech Posen,31,16,30.06.2027,9,VfL Wolfsburg
Felix Nmecha,10.10.2000,22,Alemania,188,73,30,3,6,3,0,0,21.07.2021,Manchester City,46,22,30.06.2024,1,VfL Wolfsburg
Kevin Paredes,07.05.2003,20,Estados Unidos,175,61,22,1,3,2,0,0,28.01.2022,DC United,24,40,30.06.2026,No,VfL Wolfsburg
Mattias Svanberg,05.01.1999,24,Suecia,185,75,32,4,6,4,0,0,16.07.2022,FC Bologna,32,32,30.06.2027,27,VfL Wolfsburg
Patrick Wimmer,30.05.2001,21,Austria,182,77,26,4,8,7,0,0,01.07.2022,Arminia Bielefeld,57,39,30.06.2027,3,VfL Wolfsburg
Omar Marmoush,07.02.1999,24,Egipto,177,73,33,5,1,2,0,0,01.07.2022,VfB Stuttgart,62,33,30.06.2023,17,VfL Wolfsburg
Lukas Nmecha,14.12.1998,24,Alemania,185,80,16,4,2,3,0,0,16.07.2021,RSC Anderlecht,47,10,30.06.2025,7,VfL Wolfsburg
Dzenan Pejcinovic,15.02.2005,18,Alemania,188,78,1,0,0,0,0,0,14.07.2022,FC Augsburg,1,18,30.06.2027,No,VfL Wolfsburg
Luca Waldschmidt,19.05.1996,27,Alemania,182,75,18,4,0,0,0,0,22.08.2021,Benfica Lissabon,135,7,30.06.2025,7,VfL Wolfsburg
Jonas Wind,07.02.1999,24,Dinamarca,190,82,24,6,1,1,0,0,31.01.2022,FC Kopenhagen,38,23,30.06.2026,17,VfL Wolfsburg
Jerome Roussillon,06.01.1993,30,Guadalupe,172,82,20,0,2,2,0,0,12.01.2023,VfL Wolfsburg,123,15,30.06.2025,2,VfL Wolfsburg
Josip Brekalo,23.06.1998,24,Croacia,180,70,6,0,1,0,0,0,28.01.2023,VfL Wolfsburg,122,14,N.D.,33,VfL Wolfsburg
Maximilian Philipp,01.03.1994,29,Alemania,183,76,18,1,0,1,0,0,30.01.2023,VfL Wolfsburg,152,17,30.06.2023,No,VfL Wolfsburg
Aster Vranckx,04.10.2002,20,Bélgica,183,78,1,0,0,0,0,0,01.09.2022,VfL Wolfsburg,25,8,N.D.,No,VfL Wolfsburg
Max Kruse,19.03.1988,35,Alemania,180,86,5,0,0,0,0,0,,1. FC Union Berlin,307,9,,14,VfL Wolfsburg
Michael Esser,22.11.1987,35,Alemania,198,93,0,0,0,0,0,0,01.07.2021,Hannover 96,66,21,30.06.2024,No,VfL Bochum
Paul Grave,10.04.2001,22,Alemania,193,94,0,0,0,0,0,0,01.07.2014,Westfalia Gemen,0,34,30.06.2023,No,VfL Bochum
Marko Johansson,25.08.1998,24,Suecia,193,86,0,0,0,0,0,0,01.09.2022,Hamburger SV,0,26,30.06.2023,No,VfL Bochum
Manuel Riemann,09.09.1988,34,Alemania,186,83,34,0,0,3,0,0,01.07.2015,SV Sandhausen,65,1,30.06.2025,No,VfL Bochum
Cristian Gamboa,24.10.1989,33,Costa Rica,175,67,19,0,0,2,0,0,27.08.2019,Celtic Glasgow,42,2,30.06.2024,79,VfL Bochum
Dominique Heintz,15.08.1993,29,Alemania,190,88,11,0,0,1,0,0,11.08.2022,1. FC Union Berlin,199,30,30.06.2023,No,VfL Bochum
Saidy Janko,22.10.1995,27,Gambia,181,83,20,0,0,1,0,0,01.07.2022,Real Valladolid,20,23,30.06.2023,7,VfL Bochum
Vasilios Lampropoulos,31.03.1990,33,Grecia,185,86,15,0,0,2,0,0,31.01.2020,Deportivo La Coruna,28,24,30.06.2023,5,VfL Bochum
Erhan Masovic,22.11.1998,24,Serbia,189,82,29,4,0,3,0,0,05.10.2020,Club Brügge,49,4,30.06.2025,2,VfL Bochum
Ivan Ordets,08.07.1992,30,Ucrania,195,88,30,0,2,4,0,0,10.07.2022,Dynamo Moskau,30,20,30.06.2023,12,VfL Bochum
Keven Schlotterbeck,28.04.1997,26,Alemania,189,85,15,2,0,3,0,0,02.01.2023,SC Freiburg,83,31,30.06.2023,No,VfL Bochum
Konstantinos Stafylidis,02.12.1993,29,Grecia,178,74,19,0,2,4,0,0,01.08.2021,TSG Hoffenheim,103,16,30.06.2023,32,VfL Bochum
Mohammed Tolba,19.07.2004,18,Alemania,185,76,0,0,0,0,0,0,01.07.2015,Essener SG,0,25,30.06.2025,No,VfL Bochum
Christopher Antwi-Adjei,07.02.1994,29,Ghana,174,72,29,3,8,2,0,0,01.07.2021,SC Paderborn 07,88,22,30.06.2024,3,VfL Bochum
Takuma Asano,10.11.1994,28,Japón,173,71,25,3,3,1,0,0,01.07.2021,Partizan Belgrad,80,11,30.06.2024,43,VfL Bochum
Philipp Förster,04.02.1995,28,Alemania,189,82,25,3,9,4,0,0,01.07.2022,VfB Stuttgart,70,10,30.06.2024,No,VfL Bochum
Jacek Goralski,21.09.1992,30,Polonia,172,66,4,0,0,0,0,0,01.07.2022,Qairat Almaty,4,5,30.06.2024,21,VfL Bochum
Gerrit Holtmann,25.03.1995,28,Filipinas,183,77,23,1,1,0,0,0,24.08.2020,SC Paderborn 07,102,17,30.06.2025,2,VfL Bochum
Anthony Losilla,10.03.1986,37,Francia,185,78,31,2,3,6,0,1,01.07.2014,Dynamo Dresden,64,8,30.06.2024,No,VfL Bochum
Jordi Osei-Tutu,02.10.1998,24,Inglaterra,176,75,20,0,0,3,0,0,01.07.2022,Rotherham United,20,18,30.06.2025,No,VfL Bochum
Patrick Osterhage,01.02.2000,23,Alemania,186,80,23,0,0,3,0,0,01.07.2021,Borussia Dortmund,36,6,30.06.2026,No,VfL Bochum
Kevin Stöger,27.08.1993,29,Austria,175,74,32,5,4,3,0,0,01.07.2022,1. FSV Mainz 05,116,7,30.06.2024,0,VfL Bochum
Moritz Broschinski,23.09.2000,22,Alemania,190,80,11,2,0,1,0,0,22.01.2023,Borussia Dortmund,11,29,30.06.2026,No,VfL Bochum
Silvere Ganvoula,29.06.1996,26,Congo,191,90,16,0,0,1,0,0,01.07.2022,KSV Cercle Brügge,25,35,30.06.2023,No,VfL Bochum
Philipp Hofmann,30.03.1993,30,Alemania,195,89,34,8,2,5,0,0,01.07.2022,Karlsruher SC,34,33,30.06.2024,No,VfL Bochum
Simon Zoller,26.06.1991,31,Alemania,179,73,27,3,2,5,0,0,01.01.2019,1. FC Köln,113,9,30.06.2024,No,VfL Bochum
Jannes Horn,06.02.1997,26,Alemania,186,79,2,0,0,1,0,0,07.01.2023,VfL Bochum,66,38,30.06.2023,No,VfL Bochum
Tim Oermann,06.10.2003,19,Alemania,187,76,4,0,0,0,0,0,24.01.2023,VfL Bochum,4,14,N.D.,No,VfL Bochum
Mio Backhaus,16.04.2004,19,Alemania,194,85,0,0,0,0,0,0,01.07.2018,Alemannia Aachen,0,37,N.D.,No,Werder Bremen
Eduardo Dos Santos Haesler,10.02.1999,24,Alemania,196,85,0,0,0,0,0,0,01.07.2022,FC Nordsjaelland,0,38,N.D.,No,Werder Bremen
Jiri Pavlenka,14.04.1992,31,Chequia,196,85,33,0,0,1,0,0,01.07.2017,Slavia Prag,168,1,N.D.,18,Werder Bremen
Michael Zetterer,12.07.1995,27,Alemania,187,82,2,0,0,0,0,0,30.01.2021,PEC Zwolle,2,30,N.D.,No,Werder Bremen
Felix Agu,27.09.1999,23,Alemania,180,73,3,0,0,0,0,0,01.07.2020,VfL Osnabrück,18,27,N.D.,No,Werder Bremen
Lee Buchanan,07.03.2001,22,Inglaterra,175,71,21,1,0,2,0,0,04.07.2022,Derby County,21,26,N.D.,No,Werder Bremen
Fabio Chiarodia,05.06.2005,17,Italia,186,80,3,0,0,0,0,0,01.07.2014,VfL Oldenburg,3,39,N.D.,No,Werder Bremen
Marco Friedl,16.03.1998,25,Austria,187,82,30,0,0,8,0,1,25.01.2018,Bayern München,106,32,N.D.,5,Werder Bremen
Anthony Jung,03.11.1991,31,Alemania,186,83,34,2,5,2,0,0,01.07.2021,Bröndby IF,50,3,N.D.,No,Werder Bremen
Amos Pieper,17.01.1998,25,Alemania,192,83,29,2,1,9,0,0,01.07.2022,Arminia Bielefeld,86,5,N.D.,No,Werder Bremen
Niklas Stark,14.04.1995,28,Alemania,190,84,27,0,0,9,0,0,01.07.2022,Hertha BSC,227,4,N.D.,2,Werder Bremen
Milos Veljkovic,26.09.1995,27,Serbia,188,83,29,1,2,2,0,0,01.02.2016,Tottenham Hotspur,158,13,N.D.,24,Werder Bremen
Mitchell Weiser,21.04.1994,29,Alemania,177,71,30,2,10,7,0,0,15.07.2022,Bayer 04 Leverkusen,170,8,N.D.,No,Werder Bremen
Leonardo Bittencourt,19.12.1993,29,Alemania,170,72,25,3,2,10,0,0,02.09.2019,TSG Hoffenheim,231,10,N.D.,No,Werder Bremen
Christian Groß,08.02.1989,34,Alemania,182,78,26,1,1,4,0,0,01.07.2018,VfL Osnabrück,63,36,30.06.2024,No,Werder Bremen
Ilia Gruev,06.05.2000,23,Bulgaria,185,74,31,0,0,2,0,0,01.07.2015,Rot-Weiß Erfurt,32,28,N.D.,6,Werder Bremen
Jean-Manuel Mbom,24.02.2000,23,Alemania,183,80,2,0,0,0,0,0,16.07.2020,KFC Uerdingen 05,23,34,N.D.,No,Werder Bremen
Maximilian Philipp,01.03.1994,29,Alemania,183,76,18,1,0,1,0,0,30.01.2023,VfL Wolfsburg,152,17,30.06.2023,No,Werder Bremen
Dikeni Salifou,08.06.2003,19,Togo,191,82,1,0,0,0,0,0,01.07.2022,FC Augsburg,1,19,N.D.,No,Werder Bremen
Romano Schmid,27.01.2000,23,Austria,168,70,27,1,4,3,0,0,01.07.2020,Wolfsberger AC,49,20,N.D.,4,Werder Bremen
